cluster,ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,ADH1B,ADIPOQ,AGR3,AIF1,AKR1C1,AKR1C3,ALDH1A3,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3A,APOBEC3B,APOC1,AQP1,AQP3,AR,AREG,ARG1,AVPR1A,BACE2,BANK1,BASP1,BCL2,C15orf48,C1QA,C1QC,C1R,C1S,C2orf42,C5orf46,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL13,CCL19,CCL21,CCL5,CCL7,CCL8,CCND1,CCPG1,CCR1,CCR4,CCR5,CCR7,CD14,CD163,CD19,CD1A,CD1C,CD247,CD27,CD274,CD28,CD38,CD3D,CD3E,CD3G,CD4,CD40LG,CD68,CD69,CD79A,CD79B,CD80,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CDKN1A,CEACAM6,CEACAM8,CENPF,CHIT1,CLEC10A,CLEC14A,CLEC9A,CLECL1,CLIC6,CMKLR1,CPA3,CRISPLD2,CSF1,CSF1R,CTH,CTLA4,CTSG,CTSL,CTSS,CTTN,CX3CR1,CXCL1,CXCL11,CXCL12,CXCL13,CXCL16,CXCL5,CXCR4,CXCR5,CXCR6,CYTIP,DAPK3,DMKN,DNAAF1,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EGFL7,EGFR,EGR3,EIF4EBP1,ENAH,EPCAM,ERBB2,ERBB3,ERN1,ESM1,ESR1,FADD,FAM107B,FAM49A,FAS,FASLG,FASN,FBLN1,FCER1A,FCER1G,FCER2,FCGR1A,FCGR2A,FCGR3A,FCMR,FEZ1,FGL2,FLNB,FLT3LG,FN1,FOXA1,FOXC2,FOXP3,FSTL3,GATA2,GATA3,GJB2,GLIPR1,GNLY,GPR183,GPR34,GZMA,GZMK,HAVCR2,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IDO1,IFIT2,IFIT3,IFNL1,IGF1,IGHG1,IGHM,IGSF6,IL10,IL12B,IL12RB2,IL13,IL15,IL15RA,IL18,IL1A,IL1B,IL23A,IL2RA,IL2RG,IL3RA,IL4,IL5,IL6,IL7R,IRF1,IRF4,IRF8,ITGAM,ITGAX,ITM2C,JUN,JUP,KARS,KDR,KIT,KLF5,KLRB1,KLRC1,KLRD1,KLRF1,KRT14,KRT23,KRT5,KRT6B,KRT7,KRT8,LAG3,LAMP2,LAMP3,LARS,LDHB,LGALSL,LILRA4,LPL,LPXN,LRRC15,LTB,LUM,LY6E,LY86,LYPD3,LYZ,MAP3K8,MARCO,MDM2,MKI67,MLPH,MMP1,MMP12,MMP2,MMRN2,MNDA,MRC1,MS4A1,MUC6,MX1,MYBPC1,MYH11,MYLK,MYO5B,MZB1,NARS,NCAM1,NDUFA4L2,NKG7,NOSTRIN,OCIAD2,OPRPN,OXTR,PCLAF,PDCD1,PDCD1LG2,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PGR,PIGR,PIM1,PLA2G7,PLD4,POSTN,PPARG,PRDM1,PRF1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RGS1,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,S100A8,SCD,SCGB2A1,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP1,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC1A3,SLC25A37,SLC5A6,SMAP2,SMS,SNAI1,SOCS3,SOX17,SOX18,SOX9,SPIB,SQLE,SRPK1,SSTR2,STAT1,STAT2,STAT4,STAT6,STC1,SVIL,TAC1,TACSTD2,TBX21,TCEAL7,TCF4,TCF7,TCIM,TCL1A,TENT5C,TFAP2A,TGFB1,THAP2,TIFA,TIGIT,TIMP4,TMEM147,TNF,TNFRSF13C,TNFRSF17,TNFRSF1B,TNFRSF9,TOMM7,TOP2A,TOX,TPD52,TPSAB1,TRAC,TRAF4,TRAPPC3,TRAT1,TREM2,TRIB1,TUBA4A,TUBB2B,UCP1,USP53,VCAN,VOPP1,VSIG4,VWF,WARS,ZEB1,ZEB2,ZNF562
CL0,0.0663,1.3252,0.7739,0.6873,1.4771,0.1839,0.064,0.0565,1.0463,0.1775,0.0906,0.2451,0.1051,0.4474,0.1439,0.1649,0.1142,0.4159,0.3752,0.6324,0.4692,0.0656,0.2622,0.0622,0.0437,0.2951,0.4281,1.2346,1.1105,0.1805,0.5308,0.4642,1.9525,1.9958,0.1853,0.0367,0.053,0.4793,0.065,0.9928,1.7534,0.086,1.6443,0.5638,1.9569,0.0414,0.2525,0.6019,0.9134,0.3784,1.3754,0.7223,1.7447,0.5904,0.6428,0.1196,0.0489,0.2887,2.1747,0.7866,0.3255,1.8692,0.392,1.9759,4.2579,2.0365,2.8732,0.5146,0.9641,1.2648,0.3932,0.2292,0.1541,0.8636,0.4267,1.9946,0.5077,0.2658,0.5113,0.0791,0.2456,0.8917,0.1736,0.035,0.1383,0.1267,0.322,0.1462,0.0713,0.2055,0.0962,0.1604,0.1157,0.5803,0.4509,0.4138,0.0693,1.5359,0.0453,0.6585,2.0104,0.5682,0.1955,0.2403,0.3488,2.381,1.1597,0.4893,0.049,3.5119,0.2736,0.5167,2.3989,0.1123,0.077,0.0483,0.3965,0.3205,0.2556,0.2386,0.6939,0.8878,0.6093,0.0278,0.2563,0.522,0.2094,0.4813,0.3478,0.7386,0.1097,1.4304,0.0666,0.1064,0.4419,2.7756,0.3825,1.2466,0.2712,0.2975,0.7489,0.251,1.3145,0.1143,0.2179,0.5818,0.2804,2.8053,0.1199,1.3616,0.7754,7.3655,1.9925,0.1095,0.0592,0.6901,0.197,0.0519,1.2473,0.1117,1.5598,0.3202,2.424,0.2308,1.4666,0.106,0.5862,1.1883,0.1109,0.1603,0.0655,0.0792,0.6007,0.3333,0.7407,0.0263,0.3973,1.6337,1.1118,0.5248,0.1638,0.0634,0.3965,0.0437,0.3637,0.3481,0.3379,0.0425,0.1377,0.1467,0.4012,2.7732,0.1685,0.0464,0.0534,0.2238,3.6365,2.0267,0.5373,0.9543,0.2281,0.6228,1.1847,1.1572,0.1483,0.5767,0.1151,0.1961,0.1302,1.5305,0.3897,0.4309,0.2852,0.1712,0.1014,0.1513,0.1188,0.3462,0.6827,0.3323,1.3832,0.9569,0.9162,2.1926,0.1027,0.1377,0.1029,1.706,0.129,1.2324,2.2715,1.3383,0.1525,0.1923,2.7518,0.6824,0.0423,1.4238,0.1533,0.0941,0.0451,0.0855,0.8995,0.1452,0.4435,0.4398,0.6941,0.1272,1.2519,0.0495,0.1715,0.6408,0.2714,0.3056,1.126,0.0939,0.0403,0.7781,0.1217,0.676,0.0284,0.0399,0.139,0.0784,0.2494,0.3793,0.4875,0.5395,0.2045,1.1032,0.6312,0.0741,0.0916,1.3233,0.2794,0.118,1.0907,0.2201,1.3801,0.8703,1.7586,0.1948,5.0929,0.2849,0.9485,0.5133,0.1884,0.0682,2.4473,1.0385,0.1388,0.5899,1.4816,0.158,1.4703,0.1366,0.342,0.0408,0.3112,0.8988,0.5371,2.3069,0.1297,0.2617,1.4019,0.3136,1.0496,0.4932,1.0397,0.9239,0.1869,0.2215,0.3252,2.3794,1.0751,0.0765,1.2582,0.0733,0.0433,0.2018,0.3286,0.3284,0.6514,0.0559,2.5464,1.0393,1.8204,1.1203,0.0523,0.6742,0.0936,0.4479,0.2791,0.0706,0.4631,1.6628,0.4425,0.1622,1.0679,0.0752,1.6647,0.2612,0.4811,1.3044,0.0526,0.6724,0.1669,0.301,0.0721,1.9404,0.3593,2.6127,0.301,0.4827,0.8411,0.0819,4.2329,0.2774,0.8348,0.764,0.0827,0.51,0.6958,0.1724,0.0209,0.4325,1.0003,1.502,0.1605,0.4058,0.7241,0.7567,1.7714,0.5445
CL1,0.0767,3.6663,0.9223,1.6072,0.8831,0.329,0.0798,0.0701,0.6999,0.4781,0.4717,0.438,1.2388,0.9019,1.3359,0.2089,0.1534,0.1626,0.174,4.4289,0.1415,0.1167,0.1825,0.0486,0.6725,1.2672,0.1543,0.7437,0.4726,0.0876,0.3089,0.2792,2.6773,2.3494,0.1932,0.0443,0.0606,3.6899,0.7857,1.2884,2.2635,0.1871,1.1973,1.1141,0.2627,0.056,0.565,1.8938,1.255,0.2257,0.0872,0.1126,0.1685,0.5598,0.3607,0.0478,0.0357,0.1522,0.1481,0.0863,0.1526,0.159,0.1015,0.1517,0.5094,0.1899,1.291,0.0496,0.6049,0.1342,0.1256,0.1777,0.0422,0.2522,0.1816,0.2777,0.0948,1.1772,3.8715,0.354,0.2274,1.779,0.2133,0.0371,0.108,0.0655,0.1869,2.1635,0.0581,0.0648,0.1038,0.2446,0.1171,1.8663,0.7872,0.2988,0.0704,0.1181,0.0429,0.8513,1.3011,2.3362,0.1446,0.1956,0.1997,3.8096,0.2282,0.3694,0.049,0.7192,0.0429,0.0583,0.3311,0.3821,0.0655,0.042,0.5374,0.26,0.216,0.536,2.4673,0.1169,0.7305,0.845,0.5564,1.1691,0.2955,1.743,0.4319,1.2097,0.1024,0.6003,0.2678,0.1571,0.5129,1.2164,0.3457,0.8215,0.033,0.3861,0.7482,0.1989,0.8793,0.0624,0.2071,0.5495,0.2961,0.3606,0.3254,1.1859,2.449,7.4283,3.664,0.1395,0.2702,0.0702,0.418,0.4254,0.3037,0.1405,0.6693,0.076,0.5194,0.1706,0.1636,0.0073,0.2119,0.5494,0.1791,1.2547,0.9334,0.0844,0.1374,0.4339,1.1636,0.0144,0.4182,0.9346,0.4717,0.2976,0.071,0.0293,0.0734,0.0332,0.6223,0.4676,0.13,0.0391,0.1925,0.0517,0.0571,0.4554,1.0514,0.0406,0.0392,1.0546,0.4608,0.9618,0.084,0.5361,0.1545,0.3718,0.9395,2.625,0.4787,0.6422,1.5289,0.2392,0.1085,0.2255,0.0641,0.0746,0.1151,0.3154,0.1297,0.2261,0.1555,0.4328,0.8664,0.0806,1.7709,0.2687,1.2499,1.5348,0.4684,0.0516,0.4547,0.4393,0.1332,0.1677,2.2204,1.48,0.0897,0.1142,1.5362,1.0893,0.0364,1.5925,0.1004,0.2424,0.06,0.0675,1.4085,2.0313,0.4776,0.4584,0.1519,0.1448,1.1447,0.0345,1.2733,2.8668,0.2578,0.1555,1.4439,0.0615,0.2777,0.0918,1.3219,0.5214,0.0289,0.1408,0.1064,0.0117,0.1625,0.4254,0.502,2.3757,0.9945,4.3176,1.116,0.1893,0.0635,0.8403,0.1379,0.0709,1.7621,1.0897,0.8694,0.1143,0.9338,0.5122,0.9723,0.2999,1.1507,0.4714,2.0794,1.0441,0.427,0.1081,0.0441,0.1851,1.3574,0.1638,1.0897,0.3776,0.3711,0.0436,0.2975,0.651,0.669,0.566,0.1719,0.7356,0.9443,0.4085,1.008,0.3633,0.2417,0.1907,0.0965,0.5769,0.3883,0.9903,0.8372,0.5029,3.3117,0.8558,0.5468,0.2844,0.1213,0.4735,0.6716,0.3089,1.6323,1.1889,0.3386,1.306,0.7039,1.4681,0.0799,0.7925,0.0452,0.126,2.044,0.1681,1.8005,0.0757,0.2505,0.0943,1.3738,0.196,0.2748,0.086,0.1516,1.0866,0.0558,0.0627,0.0438,1.5849,0.0781,2.3315,0.2464,0.049,0.5885,0.0869,0.5047,0.428,1.1394,0.0594,0.0616,1.0639,0.4346,0.1956,0.0271,0.4974,1.6005,1.1129,0.1475,3.7552,1.2411,1.6561,2.6969,0.8898
CL2,0.1028,1.5687,0.8603,2.2393,1.5115,0.2443,0.0815,0.0819,3.1784,0.2165,0.1025,0.2832,0.1055,0.4195,0.1528,0.2176,0.2743,0.2122,1.389,0.7643,0.1508,0.0988,0.4356,0.0473,0.0463,0.3477,0.3014,1.9433,0.7448,0.6945,2.1427,2.0071,2.0187,2.0222,0.1503,0.0576,0.0663,0.5966,0.0691,1.3041,2.1986,0.2498,0.6192,0.2603,0.6099,0.1146,0.7036,0.9492,1.0967,1.9289,0.2128,0.781,0.3293,2.8805,2.8106,0.0727,0.1224,1.2914,0.2831,0.159,0.3784,0.4923,0.4987,0.3052,0.9867,0.3506,4.1286,0.0763,3.2414,0.4453,0.2093,0.1023,0.3368,1.6082,1.8499,0.5445,0.1382,0.7993,1.619,0.1424,0.3614,1.5333,0.2654,0.0385,0.1337,0.5441,1.7234,0.1486,0.0927,0.289,0.0937,0.8259,0.1594,0.707,0.4449,2.7736,0.0569,0.3385,0.0653,2.3145,3.8431,0.7394,0.6746,0.3337,0.3564,2.9294,0.4751,1.9337,0.0588,2.0696,0.0627,0.1169,1.4218,0.1505,0.0685,0.0389,0.6194,0.3925,0.8571,0.3502,1.5708,0.352,0.5442,0.0703,0.283,0.6772,0.3982,0.7245,0.5034,1.0421,0.1269,0.8492,0.0441,0.1881,0.4199,1.7122,0.882,0.6663,0.0647,0.3634,0.9822,1.2549,4.3326,0.1748,1.2144,3.4513,1.2413,0.6828,0.1328,3.4748,0.6979,7.1651,2.8872,0.1883,0.0631,0.1512,0.2459,0.0622,0.4404,0.1979,2.4382,0.0615,2.3575,1.1188,0.3295,0.0179,2.1102,1.3791,0.14,0.1703,0.0666,0.0912,0.4291,0.5487,1.1583,0.0202,0.7822,1.4623,0.7345,2.1162,0.3812,0.0338,0.173,0.0312,0.4643,0.4362,1.2428,0.0648,0.6679,0.0643,0.2953,1.4619,0.2417,0.032,0.0395,0.296,1.026,1.5386,0.4033,1.6621,1.2864,3.2958,1.0141,1.6595,0.2996,0.5987,0.1259,0.2067,0.1174,0.3903,0.0998,0.0994,0.1491,0.321,0.1695,0.2583,0.1901,0.5634,0.8276,0.1281,2.3973,0.4531,0.9219,1.3904,0.1451,0.1726,0.3599,1.5689,0.1696,0.3242,2.6156,1.6168,0.5848,0.1509,5.1404,1.2595,0.3864,1.6112,0.1619,0.2,0.1073,0.4089,1.3642,0.134,1.6578,2.4849,0.2695,0.1614,1.6643,0.052,0.2337,0.8482,0.2879,0.2686,1.5379,0.0523,0.0416,0.1874,0.116,0.2729,0.0265,0.0549,0.1331,0.0193,0.4851,0.7698,0.6184,0.715,0.7099,2.2276,0.7692,0.0849,0.1278,0.9443,1.4155,0.35,1.6998,0.5496,0.8592,0.1567,1.2625,0.2807,3.9474,0.359,1.1266,0.3632,0.1831,0.0766,2.2171,0.3063,0.0689,0.2007,2.3473,0.2332,1.4111,0.4171,1.0546,0.045,0.5029,0.8107,0.6588,0.8869,0.1601,0.4347,1.4775,0.5647,1.4644,0.3612,0.264,1.0665,0.9584,0.3793,0.381,2.0613,1.5669,0.1256,1.5688,0.0814,0.0364,0.3521,0.2841,0.3576,0.5073,0.0614,2.7374,1.6418,0.5545,1.4044,0.0794,0.7186,0.0909,0.7546,0.0582,0.07,0.8495,0.2341,0.5158,0.0864,0.4027,0.1163,1.9653,0.2017,0.3201,0.1946,0.0765,1.0489,0.1448,0.1147,0.0609,2.5192,0.2009,2.1548,0.2748,0.0929,0.7953,0.1206,0.9732,0.3163,1.0677,0.1136,0.6192,1.1904,0.397,0.1737,0.0199,0.4421,1.61,1.7135,1.3217,0.382,1.312,0.557,3.6804,0.8352
CL3,3.0263,1.832,1.4777,3.0762,0.3737,0.1865,0.0856,1.2354,0.2918,0.6893,0.4179,0.6476,0.2405,1.1149,0.1355,3.3854,0.2004,0.4678,0.2449,0.3959,0.9864,1.6126,1.5905,0.1088,0.0517,2.3547,0.1486,0.4552,0.3524,0.427,0.1117,0.1339,0.6354,0.5716,0.3892,0.1452,1.171,0.2676,0.0478,3.6698,0.288,0.0662,0.1032,0.0586,0.1967,0.0849,0.1021,3.6923,1.5868,0.1421,0.0714,0.127,0.1429,0.4374,0.1256,0.0423,0.072,0.0973,0.1207,0.0603,0.1781,0.0904,0.1182,0.1097,0.3141,0.1439,0.434,0.0575,0.4234,0.0961,0.0366,0.0562,0.0431,0.2823,0.1529,0.2463,0.1394,3.4893,0.1716,0.8712,4.2772,1.2022,2.8849,0.0569,0.8943,0.1138,0.0987,0.0844,0.0586,0.0998,0.362,0.0506,0.0745,0.4188,0.2995,0.1235,0.2321,0.0899,0.0371,1.1513,0.6111,3.4767,0.1398,0.5515,0.3695,0.5047,0.2764,0.962,0.0771,1.006,0.0409,0.0756,0.5226,0.802,0.3758,0.2867,1.3984,0.0849,2.82,4.0144,2.9426,0.2478,1.2278,0.0651,0.5822,0.538,1.8573,4.3505,4.9356,6.8984,3.0113,2.0982,0.0783,0.5132,1.4294,2.9159,0.2263,0.5026,0.0847,3.4939,0.4881,0.0664,0.5877,0.0478,0.2056,0.2819,0.2378,0.4259,0.1152,0.2756,3.2692,7.2481,1.986,4.0474,0.0876,0.1794,0.6753,0.3141,3.7319,0.2168,0.3326,0.0461,0.2478,0.1012,0.1125,0.0032,0.2135,3.1307,1.1655,0.4026,0.1133,1.0408,0.24,0.5,0.8876,0.0295,0.1048,0.4498,0.2138,0.1771,0.098,0.0394,0.2225,0.0523,0.3205,0.2312,0.3572,0.0559,0.0823,0.0894,0.0522,0.2028,0.0622,0.0579,0.0624,0.1225,0.1568,1.262,0.0613,0.1742,0.2107,0.2107,0.8493,3.3759,2.4413,1.4522,0.1294,0.7574,1.1994,0.1179,0.1346,0.0805,0.2413,0.8735,1.2733,0.502,0.4457,5.2422,4.3493,0.1136,3.8061,0.19,2.4341,1.9742,0.9881,0.0479,0.0963,0.5928,0.0613,0.0682,0.4253,3.1825,0.0604,1.646,0.821,1.6251,0.066,3.1501,0.6802,3.7039,0.0817,0.203,0.1995,0.1207,0.1401,0.1138,0.0799,2.1583,1.6562,0.2865,0.3263,0.9907,2.5398,0.6589,2.9486,0.0672,0.1377,0.0544,1.1786,2.1319,0.0561,0.28,0.6567,0.0173,0.0594,0.2573,0.1531,0.1603,0.6361,0.6646,1.3458,0.1507,0.9769,0.278,0.1645,0.06,0.4711,0.5256,0.1639,0.0726,0.1082,0.3899,0.5527,1.0647,2.2532,0.8782,0.1457,0.3517,0.4996,0.6901,1.1927,0.9668,2.9727,3.2944,0.3675,2.0377,3.8283,0.4293,2.7801,2.2093,1.9086,0.2124,2.8373,2.3601,0.2984,0.4264,0.2203,1.8649,0.154,0.1643,0.1075,1.0531,2.9858,1.6261,3.6865,0.1562,0.696,0.1124,0.0874,4.0513,0.0861,2.5314,2.5827,0.1529,2.9048,1.8871,0.239,1.6161,0.6907,1.644,0.085,5.6214,0.0571,0.0634,0.1181,0.1584,1.5479,0.0714,0.7233,2.6808,0.3245,0.5752,1.0038,0.0741,0.1684,2.8399,0.1698,0.1215,0.0615,0.2832,0.0804,3.179,1.4627,0.0555,4.6551,0.0524,0.3025,3.304,2.6168,0.0549,0.1107,2.1815,0.9543,0.4567,0.0394,1.9439,0.5985,1.7591,0.0632,0.2795,1.4399,0.1656,0.3675,1.9495
CL4,1.2678,4.2288,2.9165,2.6646,0.4533,0.1109,0.0597,1.8443,0.7224,0.4396,0.289,0.7663,0.1509,0.9865,0.3748,2.2945,0.1196,0.3542,0.4543,1.5677,0.8482,1.2228,2.158,0.0667,0.0584,1.6071,0.1144,0.6846,1.2206,0.627,0.3287,0.4329,2.2093,1.5397,0.3017,0.7047,0.9926,1.3919,0.11,3.2546,0.7513,0.055,0.1142,0.0549,0.2445,0.0812,0.1058,4.1277,1.7144,0.2706,0.0811,0.1949,0.1614,0.8403,0.2023,0.0409,0.0872,0.1274,0.1538,0.0702,0.2764,0.1253,0.1028,0.1466,0.4034,0.1735,0.8669,0.0568,0.6105,0.1128,0.0508,0.0879,0.0741,0.4022,0.2744,0.2913,0.1267,2.8333,0.4114,0.6793,3.6329,1.4961,2.798,0.0685,0.681,0.1063,0.1157,0.1284,0.0676,0.1041,0.2641,0.126,0.3503,0.5206,0.7643,0.3588,0.1564,0.131,0.0331,0.798,0.9618,3.4154,0.2964,0.3458,0.3926,0.7991,0.3917,1.2325,0.1281,0.8619,0.0349,0.0945,0.4705,0.6357,0.7826,0.1405,1.2835,0.0961,2.8929,3.9676,4.8544,0.4228,1.0512,0.0528,1.4348,1.534,1.5324,3.645,3.9981,5.1904,1.9283,1.7161,0.0881,1.2446,1.4597,1.9898,0.3349,0.8615,0.0708,2.529,0.6171,0.1179,1.0968,0.0501,0.2664,0.5097,0.3412,0.581,0.4037,0.605,3.3412,6.9313,2.9472,2.7702,0.5418,0.1193,0.6056,0.1523,3.8525,0.2831,1.3717,0.0474,0.4107,0.2407,0.1425,0.0037,0.4176,2.3936,1.0209,0.3189,0.0765,0.4647,0.2629,0.3554,1.0635,0.0269,0.17,0.6861,0.3569,0.4257,0.1004,0.0354,0.1409,0.045,0.3691,0.281,0.3311,0.0577,0.2125,0.0902,0.0522,0.2966,0.0713,0.0543,0.0572,0.1687,0.2155,1.4952,0.0767,0.3699,0.4705,0.3536,0.9816,3.3748,2.1686,1.3662,0.251,0.9382,0.9896,0.1726,0.1175,0.1064,0.1378,4.2697,1.463,3.6435,2.7647,4.5753,3.5625,0.1091,3.8136,0.4611,2.1287,2.5163,0.6793,0.0566,0.2503,0.6505,0.0829,0.0752,1.1995,2.9558,0.102,1.2764,1.1419,1.1843,0.0587,2.8708,0.5207,2.372,0.1854,0.2247,0.7207,0.2551,0.2901,0.1331,0.0731,0.4963,1.7461,0.211,2.2991,4.086,1.9546,0.2882,2.669,0.2515,0.0572,0.0774,0.769,1.6711,0.2558,0.6729,0.5181,0.0165,0.1229,0.3078,0.9938,0.5056,0.3846,0.5848,1.0527,0.625,1.0748,0.5894,0.3375,0.1292,1.6943,0.2199,0.4001,0.0811,0.1641,2.8522,0.8262,0.701,2.1211,0.7433,0.1984,0.2081,1.0519,0.894,0.6503,0.6904,3.7585,2.5,0.4712,0.8956,2.4868,0.5465,2.7296,1.7244,1.398,0.2065,1.1246,4.0505,0.4983,3.092,0.3389,1.5235,0.1552,0.2596,0.2402,1.2663,1.9175,1.1723,3.0416,0.1566,1.4368,0.1157,0.0493,4.1508,0.1026,1.8688,1.9063,0.0925,2.8091,1.9349,0.324,1.6768,0.2719,2.1655,0.0872,5.6477,0.0414,0.2061,0.3599,0.6601,1.8034,0.0698,0.6641,2.1988,0.6677,0.527,0.9529,0.0914,0.0647,2.331,0.1237,0.0843,0.0551,0.5304,0.0895,3.4696,1.4816,0.0798,3.8796,0.0646,0.4045,2.1843,2.3688,0.0634,0.3103,1.8962,0.8666,0.958,0.0362,1.6418,0.8747,1.4926,0.1226,0.2476,1.4387,0.4003,0.7245,1.8872
CL5,0.0409,0.9814,0.8944,0.5032,0.9475,0.128,0.0634,0.0411,0.6113,0.1195,0.051,0.1607,0.0695,0.3657,0.2052,0.1057,0.0939,0.55,0.1921,0.3336,0.1528,0.0445,0.1202,0.0505,0.0359,0.387,3.7557,2.2311,1.4433,0.0736,0.2683,0.2214,1.5052,1.8806,0.1987,0.0262,0.0322,0.2737,0.0448,1.2164,1.3202,0.0541,1.2998,0.3925,0.5226,0.0402,0.1377,0.4785,0.7432,0.2893,0.2906,0.235,1.3528,0.3352,0.3578,2.1419,0.1175,0.8256,0.5332,0.6654,0.1573,0.4065,0.3956,0.5517,1.6028,0.5855,1.312,0.1723,0.7373,1.0113,2.8639,1.933,0.2207,1.8319,0.5664,0.5302,0.1318,0.1561,0.2535,0.0595,0.1769,0.4902,0.104,0.0402,0.1093,0.0973,0.1753,0.0889,0.0517,0.6751,0.1174,0.1083,0.0735,0.3639,0.2272,0.2377,0.0714,0.2758,0.0333,0.3675,2.4983,0.389,0.1103,0.193,0.1774,2.2001,3.0627,0.2727,0.047,4.3728,1.156,0.0881,2.1751,0.0996,0.0739,0.042,0.3677,0.263,0.1481,0.2577,0.5006,0.4043,0.2412,0.0189,0.2621,0.5994,0.193,0.3792,0.2135,0.5487,0.0733,0.5208,0.0335,0.1037,0.3788,2.911,0.5719,0.7566,0.0541,0.186,0.5134,0.1399,0.6831,1.7565,0.1456,0.8315,0.1188,4.3336,0.1007,0.9123,0.7132,7.453,1.3622,0.0488,0.0465,0.1305,0.1355,0.0451,0.2946,0.0574,1.7844,0.0469,1.7343,0.2393,0.2754,0.0234,0.2554,1.509,0.1122,0.1128,0.0445,0.0588,0.1836,0.3171,0.5152,0.0174,0.3605,2.6254,4.1419,0.3205,0.1094,0.0443,0.0956,0.0355,0.2931,0.2896,0.2565,0.0443,0.0846,0.1385,0.2292,2.2459,0.1459,0.0433,0.0507,0.2502,1.1301,1.4201,0.7093,2.9336,0.4901,0.5624,0.9606,1.1043,0.2447,0.5451,0.0813,0.0875,0.092,0.5807,0.0852,0.079,0.1575,0.0695,0.0751,0.0651,0.0628,0.1822,0.5409,0.077,1.1033,0.2367,1.0552,1.7563,0.0939,0.2106,0.0819,1.8654,0.0761,2.0612,1.6455,0.9134,0.6867,0.1323,1.5901,0.7961,0.0253,1.3365,0.1701,0.0581,0.0362,0.0595,0.6821,0.086,0.3522,0.2242,5.2846,0.0998,1.2583,0.0721,0.2085,0.3805,0.2694,0.4214,1.118,0.0287,0.036,0.1407,0.0675,0.6691,0.0261,0.0316,0.1769,0.031,0.1477,0.1786,0.3556,0.3539,0.1836,0.847,0.6184,0.0605,0.0648,0.5844,0.1555,0.379,0.4078,0.1561,0.4587,0.1328,2.2914,0.1439,4.5928,0.3329,1.0431,1.0959,0.1286,0.0685,0.9397,1.3632,0.0402,0.2692,0.9853,0.0931,0.7007,0.0531,0.2162,0.0318,0.2518,0.8474,0.4817,3.0401,0.1135,0.218,1.4514,0.151,0.5394,0.5564,0.7366,0.3768,0.1136,0.3518,0.2984,3.1904,0.9333,0.0498,0.5909,0.0619,0.0321,0.2002,1.4827,0.3535,0.5816,0.0478,1.6689,1.067,0.3809,1.7055,0.0412,0.479,0.0698,0.2053,0.1326,0.0597,1.0981,0.7539,0.4445,1.72,0.9016,0.0451,1.6487,0.2788,0.6511,0.3852,0.0403,0.6564,0.3001,2.9041,0.1886,1.0196,0.2066,2.8627,0.2995,0.3454,1.9397,0.0492,1.9517,0.5389,0.7822,0.1856,0.046,0.2656,0.7236,0.1993,0.0266,0.3312,0.5765,1.5007,0.0935,0.2113,0.4602,0.6105,2.0083,0.5285
