Barcode,Cluster
abgikipm-1,14
abgiocmp-1,15
abgjhnek-1,15
abgjlgap-1,15
abgjpogm-1,6
abgkgonm-1,6
abgkmcbl-1,6
abgkmmfn-1,6
abglabbn-1,6
abglbddb-1,6
abgldcce-1,6
abglfkbj-1,15
abglldnp-1,6
abgmdafi-1,6
abgmpacn-1,6
abgngecl-1,6
abgnieak-1,8
abgnjmag-1,6
abgoaeki-1,6
abgopgni-1,6
abgpbiok-1,15
abgpbofn-1,14
abgpjade-1,9
abhaohcd-1,7
abhbaome-1,9
abhbidom-1,15
abhcegoe-1,13
abhcifga-1,6
abhdcipj-1,6
abhdgemi-1,6
abhdmccp-1,7
abhedmna-1,2
abhedoog-1,8
abhfilff-1,8
abhgbbcj-1,15
abhgbedd-1,15
abhgfknd-1,10
abhghola-1,3
abhgjobd-1,1
abhhdced-1,15
abhhedec-1,1
abhheoaa-1,8
abhhiapg-1,7
abhiakbe-1,7
abhiblpg-1,15
abhilbco-1,6
abhjaenh-1,14
abhjcehj-1,22
abhjcobm-1,2
abhjjnmn-1,19
abhjmcah-1,3
abhjplai-1,8
abhkfanm-1,8
abhkfbal-1,7
abhkkhjm-1,7
abhkkmdc-1,7
abhkllhh-1,1
abhkpaji-1,15
abhlbmdk-1,19
abhlipje-1,9
abhlkkba-1,14
abhlobja-1,2
abhmcpdn-1,15
abhmmcin-1,15
abhnapof-1,15
abhnckke-1,14
abhndbbl-1,9
abhnflbd-1,1
abhnionj-1,12
abhnjbpb-1,2
abhobiap-1,1
abhogkoa-1,1
abhoijmp-1,10
abhoknmp-1,7
abhonmem-1,7
abhopaji-1,8
abhpacdb-1,7
abhpbldi-1,12
abhpgcfb-1,22
abhpjjkj-1,8
abibkega-1,7
abibokfl-1,2
abibpdpm-1,20
abicalnm-1,15
abicgnem-1,9
abicmone-1,9
abidfodn-1,9
abidjjkn-1,12
abieebci-1,2
abiegckc-1,7
abieomga-1,7
abifinfe-1,15
abiflaia-1,15
abifogdg-1,15
abifpehg-1,2
abigaegc-1,2
abighbgo-1,15
abigklba-1,9
abigngno-1,15
abigonhb-1,15
abihofhm-1,15
abiifnbo-1,10
abiigmma-1,1
abiipiob-1,1
abijacni-1,15
abijagpf-1,1
abijekji-1,1
abijjpho-1,1
abijlbmd-1,7
abikdfnj-1,8
abikicbd-1,10
abildbkh-1,7
abildefb-1,15
abiledfp-1,10
abilfpdo-1,7
abimbolj-1,1
abimclbk-1,10
abimpaoh-1,1
abimpffj-1,1
abinhldn-1,1
abinjlpa-1,2
abinlelp-1,2
abinnnoa-1,1
abiodcdb-1,2
abiohjol-1,2
abiohnkc-1,1
abipcdpd-1,1
abipcncm-1,1
abipgfep-1,1
abiphjmo-1,1
abipibcl-1,2
abjacmhf-1,1
abjahibp-1,10
abjajhpn-1,15
abjakfem-1,15
abjamhgb-1,10
abjapjmn-1,2
abjbcomj-1,1
abjbhpam-1,1
abjbhpnf-1,15
abjcbkjb-1,7
abjcdklc-1,1
abjceobg-1,1
abjcgghf-1,1
abjchjic-1,10
abjddheh-1,1
abjdoclk-1,15
abjeggil-1,1
abjegnem-1,1
abjfbofl-1,15
abjgapff-1,15
abjgcjji-1,1
abjgiflp-1,15
abjgijga-1,14
abjhdeap-1,1
abjhgmol-1,1
abjhjkno-1,15
abjhkamc-1,1
abjhodkg-1,1
abjidmbb-1,1
abjiecal-1,1
abjjbbee-1,1
abjjlfgg-1,1
abjjlpgi-1,1
abjjnmal-1,1
abjjopbl-1,1
abjkjjdh-1,8
abjkobno-1,8
abjkpfbf-1,10
abjlcdlp-1,1
abjlfinj-1,1
abjmanki-1,1
abjmbdhj-1,2
abjmmkbc-1,1
abjnjhfp-1,1
abjnmccp-1,1
abjojian-1,3
abjpfccn-1,7
abjphlgf-1,1
abjpjcdn-1,2
abjpkapn-1,2
abjpleei-1,15
abkacjdn-1,15
abkakjof-1,15
abkanlmi-1,1
abkapoab-1,20
abkboaic-1,1
abkcamjf-1,15
abkccceg-1,15
abkcfbfm-1,1
abkcgpmo-1,15
abkcnjlc-1,15
abkcopnm-1,1
abkdadpp-1,15
abkdaeln-1,1
abkdfajc-1,1
abkdiepi-1,1
abkdladn-1,2
abkdlkhg-1,2
abkeafah-1,1
abkebpij-1,1
abkekakh-1,1
abkfbgme-1,10
abkfhffg-1,3
abkfjcoe-1,1
abkflmkc-1,1
abkfnhpe-1,10
abkgeejb-1,1
abkgjiih-1,1
abkgnkaa-1,15
abkhhfop-1,1
abkhpgim-1,1
abkhpglg-1,10
abkiaajf-1,1
abkibjfg-1,10
abkimnjb-1,15
abkjacfo-1,15
abkjfpjk-1,3
abkjhmal-1,10
abkjjfkc-1,1
abkjnfhh-1,3
abkkahma-1,15
abkkeofn-1,1
abkkigdc-1,20
abkkjgbf-1,20
abkldond-1,20
abkleeba-1,14
abklegdm-1,1
abklfpho-1,2
abkljcjg-1,1
abkljkkc-1,2
abklmanm-1,1
abkmmlhp-1,1
abkmnhnm-1,3
abkmogmc-1,15
abkndabg-1,1
abknnclb-1,3
abkoadfe-1,1
abkobbem-1,15
abkodlog-1,15
abkohkcp-1,15
abkojmlc-1,1
abkokodj-1,10
abkolbnc-1,1
abkomkaf-1,1
abkpgebj-1,1
abkpmikk-1,14
abkpnnjd-1,10
ablaamog-1,1
ablacncn-1,10
abladkoi-1,1
ablamgaj-1,1
ablanion-1,1
ablbbfke-1,2
ablbgaki-1,20
ablbgbda-1,3
ablbjecm-1,1
ablblkne-1,1
ablckboi-1,1
ablclegb-1,2
ablcmgbl-1,1
abldbjdh-1,24
ablddenc-1,24
ablddpil-1,7
abldggec-1,1
abldinlc-1,1
abldlfbm-1,1
abldpcoa-1,1
abldphoe-1,15
ableecba-1,4
ablephic-1,20
ablffeli-1,8
ablfhcoa-1,1
ablfifol-1,1
ablfoapn-1,1
ablfpdjg-1,7
ablgaapn-1,10
ablgmjfp-1,2
ablgnchi-1,8
ablgneih-1,1
ablhbjgo-1,1
ablhfhdn-1,1
ablhgghi-1,1
ablidaim-1,15
ablidcpf-1,1
ablidico-1,1
ablighag-1,15
ablilnbm-1,1
abljcjhm-1,1
abljhghl-1,2
abljhnmb-1,8
abljlepk-1,15
ablkanho-1,1
ablkdicl-1,1
ablkiojl-1,1
ablkmfef-1,1
ablkmhcf-1,1
abllcmcp-1,1
abllcmha-1,15
abllgdaf-1,1
ablmbmnc-1,15
ablmflif-1,1
ablmmdah-1,1
ablmomdb-1,15
ablnadkg-1,1
ablnggnh-1,15
ablnihpm-1,10
ablnpkbf-1,1
ablogbea-1,1
ablohehh-1,15
ablokhlf-1,10
ablolplf-1,15
ablpglmg-1,20
ablpjdkb-1,14
ablplhio-1,14
abmacemh-1,14
abmadkfp-1,1
abmahmjk-1,1
abmakinf-1,10
abmbfikp-1,15
abmbkanb-1,2
abmcjnmg-1,2
abmcplke-1,1
abmdbcgk-1,23
abmdnbid-1,1
abmdoecm-1,15
abmedaoc-1,15
abmedijm-1,10
abmefefc-1,2
abmejckb-1,1
abmelkjc-1,1
abmelkpg-1,1
abmeodfd-1,1
abmepfno-1,2
abmfcnga-1,9
abmfhdpg-1,2
abmfimli-1,9
abmgenfa-1,9
abmgnaoj-1,12
abmhchdj-1,12
abmhpipi-1,10
abmiedlo-1,8
abmihgjn-1,8
abmijcjn-1,8
abmipjdh-1,10
abmjofek-1,9
abmjppci-1,2
abmkamcn-1,2
abmkcnoe-1,9
abmkdfgk-1,2
abmkhbgl-1,9
abmknfkm-1,9
abmlbidj-1,9
abmlkgeh-1,1
abmlpfba-1,14
abmmdhil-1,3
abmmgbbk-1,23
abmmgjim-1,20
abmmiaam-1,23
abmmnmfo-1,1
abmmpcpd-1,23
abmnaeag-1,3
abmnbdec-1,2
abmnbgjc-1,8
abmnefdo-1,14
abmoecik-1,8
abmogmll-1,10
abmohpjp-1,10
abmoojil-1,9
abmpappn-1,14
abmpdgnc-1,8
abmpifkp-1,14
abmpjbfg-1,14
abmpmjaa-1,1
abnagehh-1,1
abnahfag-1,1
abnandop-1,10
abnapkee-1,14
abnbanai-1,1
abnbfbad-1,1
abnbhjei-1,20
abnbljdi-1,1
abnbmdeg-1,3
abncbeke-1,3
abnceccd-1,2
abnceegj-1,4
abnchbij-1,3
abnchdfh-1,1
abnchnjo-1,1
abncmmkn-1,1
abncnhif-1,1
abncpdaf-1,2
abndeime-1,1
abndgdgl-1,3
abndnack-1,1
abnfihgk-1,19
abnflhek-1,1
abnfmdcp-1,9
abngdlnp-1,12
abnhbgbb-1,9
abnhbmkh-1,9
abniadpe-1,9
abniedjb-1,3
abnihmae-1,9
abniilin-1,15
abnioakg-1,15
abniogji-1,15
abnjamho-1,2
abnjeaaj-1,15
abnjgake-1,3
abnjgmek-1,15
abnjjpkm-1,12
abnjkffg-1,15
abnjkhne-1,3
abnkannc-1,1
abnkblkm-1,15
abnkedia-1,2
abnkpegh-1,14
abnlpeld-1,9
abnmbngj-1,15
abnmfhdp-1,7
abnmjoeo-1,7
abnmklap-1,7
abnmnhjg-1,15
abnndnej-1,15
abnoadop-1,15
abnofeci-1,3
abnoikon-1,15
abnopcnl-1,15
abnpbcph-1,15
abnpddbd-1,9
abnpeaim-1,2
abnpfihg-1,20
abnpiech-1,3
abnpphnf-1,15
aboaclck-1,15
aboadbhm-1,14
aboadpkn-1,15
aboandkf-1,15
aboaonek-1,15
aboapdoh-1,2
abobfimo-1,1
abobhcfi-1,1
abobhhdj-1,14
abobpgpd-1,1
aboedcdh-1,9
aboefmgf-1,9
aboeicpm-1,9
aboelgcb-1,2
aboepcnl-1,2
abofmdmk-1,25
abofodli-1,18
abogafll-1,6
abogdakn-1,11
abogdbfk-1,11
aboghkka-1,8
aboglhao-1,8
abogmbfc-1,11
abohagff-1,7
abohboie-1,11
aboiliah-1,11
aboionee-1,5
abojadcc-1,8
abokfgla-1,11
abokjgkd-1,11
abokncjf-1,6
abolcpaa-1,6
abolebgi-1,10
abolfgab-1,21
abolpnoa-1,10
abominpb-1,11
abommjle-1,2
abompnoc-1,10
abondkcm-1,14
aboodhmf-1,4
aboogjmp-1,4
abopdpio-1,4
abophhho-1,6
abopjiec-1,7
aboplppl-1,2
abpadhhk-1,8
abpaeppn-1,5
abpagdch-1,6
abpakomg-1,6
abpanapb-1,7
abpbojok-1,10
abpcacea-1,13
abpcgmii-1,7
abpcocpa-1,24
abpcpkde-1,1
abpdddif-1,1
abpddlka-1,1
abpdgmhf-1,6
abpdjphb-1,13
abpdpame-1,6
abpeipko-1,11
abpelelf-1,6
abpfmbah-1,6
abpfmkbf-1,7
abpfnoki-1,8
abpfplbd-1,8
abphjgkm-1,8
abpikhga-1,8
abpjflef-1,16
abpjihoj-1,18
abpjknkl-1,11
abpjpgej-1,18
abpkanno-1,11
abpkdmie-1,11
abpkjeol-1,11
abpkkahc-1,5
abpkkjom-1,11
abpklpcl-1,5
abpleaff-1,6
abplfckb-1,8
abpljikp-1,5
abplmhei-1,6
abpmagck-1,5
abpmehol-1,12
abpmhlib-1,8
abpmifjj-1,9
abpndkdm-1,8
abpndpfb-1,11
abpogdif-1,11
abpoiedg-1,1
abpomeak-1,1
abpoomfg-1,7
abppfnkg-1,9
abppimin-1,12
abppoiop-1,7
abpppeol-1,11
abpppkhf-1,11
acaadicf-1,8
acaaimek-1,11
acaakfod-1,1
acaalnpm-1,4
acaceocd-1,10
acaceodd-1,8
acacgnhf-1,2
acackhae-1,2
acacplcg-1,19
acadchac-1,13
acadeagn-1,2
acadfgaf-1,10
acadggfj-1,1
acadgkfi-1,2
acadmgid-1,2
acadmilg-1,7
acadpfgf-1,4
acaeccfi-1,2
acaeiphj-1,2
acaembnp-1,2
acaemchp-1,7
acaenbei-1,7
acaenljc-1,2
acaeocol-1,2
acafaien-1,1
acafmnnb-1,8
acaghiib-1,7
acaghldo-1,14
acaghmkb-1,24
acagnbac-1,2
acahckdj-1,2
acahjjbp-1,2
acahmbof-1,2
acaiflkb-1,2
acaillak-1,1
acajcgha-1,10
acakhfnb-1,2
acaklanf-1,8
acakmfhh-1,8
acalapff-1,11
acalhkcg-1,5
acalkcfj-1,1
acalkilb-1,15
acallkhb-1,1
acalmfbo-1,14
acaloekn-1,2
acalpioi-1,15
acamaeaj-1,2
acamhkof-1,2
acanbbgd-1,10
acanfjep-1,1
acanhlac-1,19
acanloni-1,2
acanoelh-1,23
acanoncj-1,14
acanoock-1,9
acapenjm-1,10
acapfnbl-1,2
acapikdg-1,14
acapllfg-1,2
acbaeddm-1,12
acbahlgf-1,2
acbancma-1,1
acbbikci-1,4
acbbjpkk-1,2
acbbnefl-1,13
acbcapfn-1,9
acbcjdol-1,14
acbcjfhm-1,1
acbcmaic-1,4
acbcohbk-1,2
acbdbbdn-1,1
acbdjjhh-1,9
acbehdfh-1,13
acbelklg-1,1
acbemnbc-1,2
acbenfig-1,4
acbgaffg-1,15
acbgejmf-1,10
acbgikkd-1,1
acbgjlei-1,9
acbgjmbl-1,2
acbgjmfc-1,10
acbhdadh-1,15
acbhfbjl-1,10
acbhhfmn-1,4
acbhjpjn-1,23
acbhlblc-1,1
acbhogbm-1,10
acbicllh-1,10
acbjdlhm-1,2
acbjfgoc-1,3
acbjibbm-1,7
acbkdcoj-1,7
acbkdokj-1,8
acbkehcn-1,10
acbknopb-1,8
acblaenk-1,1
acblfjln-1,1
acblppaf-1,14
acbmceac-1,3
acbmmngo-1,1
acbmpmlp-1,14
acbnjbbg-1,14
acbnlecf-1,14
acbnnknd-1,3
acbnpjki-1,3
acbnpolf-1,13
acboaplc-1,13
acboeicm-1,10
acbohope-1,14
acboihab-1,2
acbokdkn-1,13
acbomfab-1,14
acbopaob-1,24
acbpmdnm-1,1
accacgbk-1,7
accackke-1,2
accadncj-1,2
accaflcp-1,2
accaofcl-1,10
accbidbi-1,4
accbinbf-1,1
accbnmca-1,1
acccbbck-1,2
accchpma-1,1
acccpdfg-1,2
accdbpif-1,7
accdclha-1,4
accdfgkc-1,13
accdlcjb-1,2
accdlenl-1,2
acceahoc-1,2
acceghhd-1,13
accehdbp-1,2
accemkeh-1,14
accfaeap-1,14
accfbldb-1,2
accfmlin-1,10
accfonkp-1,10
accgbbgc-1,2
accgdeob-1,15
accgleap-1,15
accgnobd-1,1
accgpdgh-1,10
acchlpdn-1,10
acchodel-1,10
acchomap-1,2
acciokla-1,2
accjbfpf-1,1
accjgdhb-1,2
accjmkkk-1,13
accjoepi-1,3
acckbieo-1,10
acckjkni-1,10
acclbepk-1,10
accllhkd-1,2
acclpnan-1,2
accmbnnp-1,13
accmdmok-1,6
accmhinm-1,6
accmhkah-1,6
accmkkli-1,13
accnfoma-1,10
accnmgcd-1,6
accnolnd-1,15
accoeeih-1,13
accogeog-1,14
accopapm-1,13
accpagmb-1,19
accpbabc-1,3
accpjend-1,13
acdabgkj-1,20
acdacoii-1,2
acdafpih-1,10
acdaplph-1,2
acdbamlo-1,14
acdbdomd-1,2
acdbjjhe-1,11
acdbmhcj-1,5
acdbpckj-1,11
acdccebb-1,11
acdccldm-1,2
acdcdmjd-1,2
acdcfjem-1,7
acdcgdhj-1,4
acdchkmo-1,8
acdcodog-1,7
acdcpbeo-1,3
acddaicc-1,8
acddfbmk-1,4
acddgdip-1,11
acddgogh-1,4
acddjadd-1,5
acddnnkg-1,2
acdeddjd-1,2
acdedpdk-1,2
acdeflja-1,9
acdfgmoj-1,9
acdflcbi-1,9
acdgfonj-1,9
acdghpdl-1,4
acdgjeoa-1,4
acdgnpoi-1,11
acdgohli-1,11
acdgooid-1,12
acdhbaob-1,1
acdhhbef-1,4
acdhifmm-1,9
acdhjpko-1,4
acdhngck-1,9
acdhobfc-1,9
acdhopbk-1,4
acdiddbi-1,7
acdigojh-1,11
acdikinp-1,13
acdjdfgg-1,15
acdjfkkg-1,5
acdjhjff-1,1
acdjhlok-1,11
acdkceaf-1,11
acdkghco-1,5
acdkkhip-1,16
acdlbplf-1,7
acdlhdca-1,9
acdlpbmp-1,9
acdmfoaf-1,11
acdmgnmg-1,12
acdmhkkc-1,10
acdmjihi-1,6
acdnckmm-1,11
acdomfop-1,25
acdonjke-1,8
acdonphj-1,7
acdooehm-1,25
acdopdhn-1,25
acdopmoh-1,25
acdpampn-1,12
acdpfgil-1,2
acdphaip-1,7
acdpigpf-1,7
aceaafac-1,7
aceabfeb-1,25
acebdchc-1,2
acebeeod-1,25
acebmchb-1,9
acecmjah-1,9
acedcbca-1,8
acedjdko-1,7
acedlceg-1,9
acedljeg-1,9
acedocbm-1,9
acedojge-1,12
acedpkno-1,25
aceeanlg-1,19
aceeddkk-1,9
aceehodp-1,25
acefcoaj-1,9
acefipii-1,9
acefkkch-1,9
acegbkop-1,9
acegenap-1,9
acegjdjg-1,9
acegkcbb-1,9
acegkfkh-1,4
acegmdne-1,7
acegpfai-1,4
acegphnh-1,2
acegpjpe-1,25
acehcebl-1,4
acehfchn-1,4
aceidpdf-1,4
aceikdpd-1,8
aceikopd-1,12
acejakjb-1,9
acejbdmb-1,9
acejhlif-1,2
acekmnbo-1,7
acemahlj-1,2
acemcibm-1,2
acemiofd-1,22
acenjopf-1,4
acenkjdh-1,4
acenmknd-1,4
aceoflpf-1,26
aceoncdk-1,2
aceonlda-1,9
aceooodd-1,9
aceopjmn-1,7
acepekdh-1,7
acephmek-1,7
acepihkl-1,9
acepnabg-1,7
acepodba-1,2
acfabpng-1,2
acfbgioo-1,4
acfbjacc-1,4
acfbjbdk-1,4
acfceidm-1,12
acfchbli-1,9
acfcpgpi-1,26
acfdafhg-1,4
acfebmdn-1,2
acfedljh-1,4
acfehgan-1,26
acfelaef-1,4
acffcgpe-1,4
acfffnae-1,1
acffgbne-1,8
acffgckl-1,8
acffglae-1,7
acffjbpo-1,2
acffjebd-1,9
acffpkha-1,8
acfgfjhd-1,8
acfgidmc-1,7
acfhfdgc-1,8
acfhjbmk-1,7
acfhmgjo-1,8
acfjfjmd-1,9
acfjgkki-1,9
acfjlobe-1,9
acfjodim-1,7
acfkfpeo-1,8
acfknbpb-1,9
acflcebp-1,7
acflieji-1,26
acfllphi-1,8
acfmgcca-1,7
acfmkdgh-1,7
acfngaan-1,4
acfnjipc-1,9
acfnjjck-1,11
acfobaoh-1,25
acfobkha-1,25
acfofkol-1,9
acfogpkg-1,7
acfomdgk-1,7
acfpcgpn-1,8
acfpggbm-1,7
acfpikpd-1,9
acfppglb-1,9
acgabbal-1,2
acgaccaa-1,9
acgafdjj-1,9
acgalicf-1,8
acgbbnga-1,9
acgbbppc-1,7
acgbdoif-1,7
acgbefbd-1,9
acgbkkja-1,2
acgbonai-1,2
acgcgkph-1,9
acgchnmf-1,9
acgcjpni-1,8
acgcoibk-1,8
acgdakpo-1,8
acgdnkhc-1,7
acgdppkm-1,8
acgebenc-1,7
acgedhlk-1,7
acgeekgk-1,8
acgfjgia-1,7
acgfkdap-1,9
acghddda-1,9
acgihfgh-1,2
acgipcma-1,12
acgjlaan-1,4
acgkcmpi-1,12
acglacmi-1,9
acglbhdf-1,9
acglbkkl-1,9
acglcnbo-1,2
acgleiga-1,7
acglelad-1,12
acglffao-1,2
acgljjge-1,7
acglkfjo-1,7
acglmcpp-1,9
acgmgjph-1,2
acgmhdpm-1,2
acgmnpma-1,4
acgnahmc-1,9
acgndkdo-1,26
acgndlmh-1,7
acgnedpg-1,7
acgobcbk-1,7
acgobomh-1,7
acgojpgn-1,8
acgolann-1,8
acgpgaim-1,9
acgpocjj-1,4
achaagde-1,4
achadhfh-1,2
achaepel-1,4
achamkgb-1,4
achannjm-1,7
achaojoj-1,9
achbnbam-1,19
achcailf-1,7
achcbkep-1,2
achchnhd-1,4
achdomia-1,4
achdpcjp-1,26
achdpodn-1,26
achefgne-1,4
acheghne-1,12
achegobc-1,2
achelbnh-1,9
achemjhd-1,4
achfakcd-1,4
achfplka-1,4
achheiaj-1,4
achhoijp-1,4
achibnfh-1,4
achifoch-1,4
achijnec-1,8
achjambb-1,7
achjfbik-1,7
achjgncg-1,2
achjkaik-1,2
achjkhfa-1,9
achjljae-1,2
achjmkjj-1,9
achjnikl-1,9
achjnmnf-1,9
achkbhga-1,9
achkoddp-1,12
achkpdno-1,9
achlcmcn-1,12
achldbab-1,2
achlhcko-1,9
achlkoif-1,26
achlmnna-1,2
achmaipk-1,2
achmgdkf-1,7
achmnmpa-1,9
achnagid-1,19
achndlcn-1,7
achnhdil-1,9
achnnlga-1,1
achochnm-1,7
achoehcl-1,9
achoheeo-1,9
achoiiia-1,8
achokffd-1,2
achookel-1,9
achpbkfe-1,9
achpdodi-1,9
achpjfmh-1,8
achpljao-1,8
achpnagl-1,2
achpophf-1,9
aciabjjf-1,9
aciabnme-1,12
aciaemoi-1,8
aciafbcg-1,7
aciaoaga-1,7
acibkfop-1,2
aciblcob-1,12
acicbfod-1,26
aciceacp-1,4
acicpnfi-1,4
acidbhmk-1,9
acidgnel-1,2
acidmdfp-1,4
aciefpll-1,26
aciekhfh-1,9
aciemjlm-1,2
aciepjhk-1,9
acifaeld-1,2
aciffadn-1,9
acifgnio-1,4
acifjdmh-1,4
acifllpj-1,12
acifohee-1,4
acigcbnh-1,2
acigjgcd-1,8
acihchbo-1,4
aciicbeg-1,9
aciidjpf-1,4
aciieabn-1,26
aciilkhl-1,4
acijiemf-1,4
acilhfkh-1,4
acimbdpa-1,1
acimgmjd-1,2
acinlfei-1,2
acinlikk-1,4
acinmilg-1,12
acioacjj-1,7
aciobeip-1,8
aciobmcn-1,2
aciobpig-1,9
aciogcje-1,10
aciogjnb-1,13
acipeock-1,9
acipgcpm-1,13
aciphpll-1,12
acipjjdi-1,9
acipmoja-1,12
acjaehfk-1,9
acjakcef-1,8
acjakmgm-1,3
acjaogdk-1,14
acjbadha-1,9
acjbbfgd-1,2
acjbeood-1,4
acjbhbjb-1,13
acjbkdap-1,13
acjbkgek-1,13
acjccgoa-1,13
acjcdmob-1,10
acjcfagb-1,13
acjdblgj-1,20
acjdgmmm-1,1
acjdlflc-1,9
acjebobb-1,2
acjecljd-1,1
acjegbma-1,4
acjeokho-1,14
acjfecdj-1,4
acjfefnd-1,2
acjfjeei-1,2
acjhdbpp-1,13
acjhdgde-1,14
acjhgicc-1,9
acjhhomf-1,3
acjhidjh-1,3
acjhmmjb-1,9
acjhonmk-1,1
acjikakm-1,2
acjinkee-1,2
acjipphp-1,9
acjjdcla-1,1
acjjfcnn-1,20
acjjkfmm-1,8
acjjmclp-1,2
acjjndab-1,12
acjkmbad-1,9
acjknbmb-1,20
acjkpmgj-1,2
acjlecoh-1,10
acjlejkc-1,14
acjlglok-1,2
acjliaem-1,4
acjljjhe-1,4
acjllfjp-1,9
acjlmgca-1,12
acjmhcoo-1,9
acjnfndb-1,4
acjnkoae-1,4
acjnnhfd-1,9
acjokmnm-1,4
acjpgiln-1,2
acjphbfm-1,9
acjpocbb-1,9
acjppiea-1,26
ackaefgg-1,9
ackaghlm-1,12
ackapokc-1,12
ackbalhk-1,26
ackbioce-1,9
ackbjlhj-1,7
ackbneie-1,26
ackbodkg-1,9
ackbpncc-1,12
ackcaejh-1,4
ackcccnj-1,2
ackcddjg-1,12
ackceibj-1,12
ackcmapk-1,12
ackcmkbp-1,4
ackdbdfo-1,2
ackddiie-1,4
ackdlmbl-1,4
ackdnjna-1,4
ackefccg-1,4
ackegido-1,4
ackeibbp-1,4
ackfbcgl-1,4
ackfjgcg-1,2
ackfnbpl-1,4
ackgbccc-1,4
ackgbjka-1,4
ackgdopk-1,12
ackgljgc-1,4
ackgnfpl-1,4
ackgnlnf-1,4
ackhcejm-1,4
ackhdldo-1,4
ackhefmd-1,9
ackhfjad-1,4
ackibjob-1,12
ackicdhn-1,12
ackidehe-1,12
ackieagk-1,4
ackiljen-1,9
ackjdbhn-1,3
ackjdfnk-1,12
ackjdjdh-1,9
ackjfifi-1,12
ackjihgk-1,4
ackjldhi-1,4
ackjljnf-1,4
ackkiogo-1,12
ackkniae-1,4
ackknmak-1,9
ackkpmaf-1,9
ackkpngd-1,9
ackldfih-1,12
ackllbnj-1,12
acklmcdb-1,4
ackmadjh-1,12
ackmdphh-1,12
ackmgkni-1,4
acknaibo-1,9
acknfmeg-1,4
acknleak-1,4
acknphpm-1,4
ackodckj-1,9
ackogabk-1,4
ackogdbp-1,4
ackoogfa-1,12
ackpcfdd-1,12
ackpfjcl-1,9
ackpihih-1,9
aclacjof-1,12
aclafdgk-1,4
aclafmjn-1,12
aclahnom-1,12
aclaibgm-1,4
aclamaih-1,4
aclapbbi-1,14
aclbafam-1,2
aclcpnbc-1,4
acldphid-1,4
acldpmmg-1,4
aclebnec-1,4
acledhhk-1,9
aclefdoo-1,12
aclekcng-1,9
aclfdbdm-1,12
aclfdekk-1,12
aclfdgei-1,9
aclfehal-1,9
aclfimep-1,9
aclgehjo-1,9
aclgjoij-1,9
aclhjgdb-1,12
aclhlnhl-1,9
aclhmalp-1,2
aclhnomg-1,12
acligfmd-1,4
acliieoo-1,4
acliljbb-1,2
acljmcii-1,2
acljogfi-1,2
aclkapbc-1,2
aclkcaaf-1,7
aclkipli-1,2
aclkmbfc-1,2
acllfjke-1,2
acllhghf-1,2
aclljfdd-1,2
acllncpc-1,2
acllpahe-1,1
aclmcdkp-1,9
aclmepkp-1,2
aclmhien-1,2
aclmkghc-1,9
aclmlabc-1,11
aclngiol-1,12
aclnodnk-1,11
aclofdgh-1,4
aclogiao-1,4
aclohboj-1,4
aclojbna-1,15
acloojmc-1,9
acmahcih-1,12
acmaifko-1,15
acmapdcf-1,15
acmapefg-1,15
acmbdphj-1,2
acmbjfad-1,2
acmblddg-1,26
acmddfkp-1,12
acmdeleo-1,2
acmdhofm-1,8
acmdkcck-1,6
acmdlobi-1,2
acmdohmf-1,9
acmegaka-1,2
acmehkkk-1,9
acmejhgk-1,1
acmfabih-1,1
acmfbmkn-1,1
acmffgna-1,19
acmffnfk-1,19
acmfhklj-1,9
acmfhmdf-1,9
acmgbfkk-1,12
acmgfnbf-1,2
acmgmpdg-1,14
acmhemlm-1,13
acmilchc-1,2
acmjebcn-1,9
acmjiakg-1,1
acmjlofo-1,8
acmjphpo-1,8
acmkjmni-1,2
acmkkobp-1,9
acmlnjha-1,4
acmnfccc-1,7
acmngcbe-1,8
acmnglbg-1,8
acmnhcma-1,2
acmoeeec-1,7
acmohmpj-1,1
acmoinjn-1,9
acmojdhp-1,13
acmonlle-1,9
acmpbgkg-1,9
acmpfaji-1,9
acmphale-1,13
acmpoael-1,8
acnagedm-1,13
acnbbbbe-1,13
acnbbgfd-1,8
acnbdeoh-1,2
acnbfnki-1,9
acnbjbbc-1,13
acnccngk-1,2
acnclhbl-1,2
acncpjgh-1,4
acndalhp-1,19
acndekga-1,2
acndgaig-1,2
acnenifh-1,1
acneokkc-1,1
acnfeejo-1,2
acnfefgo-1,2
acnfgfcn-1,2
acnfjbdj-1,2
acnfkbbp-1,2
acnfkiif-1,14
acngblfa-1,2
acngdmeb-1,4
acngfbai-1,2
acngljim-1,3
acngobag-1,4
acnhcanj-1,2
acnilofi-1,14
acnjbnlj-1,2
acnjkegi-1,14
acnjkgji-1,9
acnjljpl-1,7
acnkfbfl-1,8
acnldoib-1,2
acnleiac-1,7
acnlfbje-1,9
acnlgcmm-1,13
acnloilb-1,13
acnmiice-1,2
acnmjdbg-1,9
acnmmaic-1,9
acnmpeak-1,9
acnnbfok-1,1
acnngcbl-1,12
acnnhhhe-1,1
acnnibcn-1,2
acnnmmid-1,1
acnnmpel-1,1
acnodgie-1,8
acnoeceo-1,24
acnoklmf-1,24
acnomink-1,7
acnpelmd-1,7
acnpgajc-1,8
acnpgmhj-1,1
acnpihck-1,2
acnpldka-1,2
acnplkdi-1,3
acoainci-1,1
acoaohcd-1,2
acobbneo-1,26
